ID          NAME                                                          SCORE    EVALUE
KC774257.1  Hepatitis B virus isolate cww1056, complete genome           3232      0
KP017271.1  Hepatitis B virus isolate SEA-02, complete genome            3229      0
KC774223.1  Hepatitis B virus isolate clz2183, complete genome           3227      0
KC774313.1  Hepatitis B virus isolate cxa2032, complete genome           3227      0
KJ173426.1  Hepatitis B virus isolate C2_CLP(3), complete genome         3221      0
EU554539.1  Hepatitis B virus isolate S541-21, complete genome           3221      0
JQ688404.1  Hepatitis B virus isolate HBVC2, complete genome             3221      0
AB111118.1  Hepatitis B virus DNA, complete genome, clone: KM-0          3219      0
KY022423.1  Hepatitis B virus isolate GSK0528, complete genome           3217      0
EU939580.1  Hepatitis B virus isolate B1, complete genome                3216      0
EU939643.1  Hepatitis B virus isolate D32, complete genome               3216      0
EU787444.1  Hepatitis B virus isolate W41, complete genome               3216      0
KP017269.1  Hepatitis B virus isolate JP-02, complete genome             3216      0
EU554538.1  Hepatitis B virus isolate S541-15, complete genome           3216      0
EU306675.1  Hepatitis B virus clone 213-21, complete genome              3212      0
KC774252.1  Hepatitis B virus isolate cww1031, complete genome           3210      0
KR013896.1  Hepatitis B virus strain 258.2, complete genome              3210      0
GQ377531.1  Hepatitis B virus isolate J36, complete genome               3210      0
GQ377523.1  Hepatitis B virus isolate J21, complete genome               3208      0
EU306674.1  Hepatitis B virus clone 213-6, complete genome               3206      0
EU570068.1  Hepatitis B virus isolate 26-S541, complete genome           3205      0
KM999991.1  Hepatitis B virus isolate CH-02, complete genome             3205      0
EU939578.1  Hepatitis B virus isolate C119, complete genome              3205      0
KC774334.1  Hepatitis B virus isolate cxn1007, complete genome           3205      0
KC774232.1  Hepatitis B virus isolate cur1031, complete genome           3205      0
EU916238.1  Hepatitis B virus isolate SWT2.3, complete genome            3199      0
EU939592.1  Hepatitis B virus isolate C141, complete genome              3199      0
EU554537.1  Hepatitis B virus isolate S541-13, complete genome           3199      0
DQ993693.1  Hepatitis B virus isolate 232-1125-Nature1.1-unSero, ...     3199      0
KT284753.1  Hepatitis B virus isolate 10139, complete genome             3193      0
KR013763.1  Hepatitis B virus strain 258.3, complete genome              3193      0
KR013783.1  Hepatitis B virus strain 419.4, complete genome              3193      0
JX429905.1  Hepatitis B virus isolate WY-HZ-47, complete genome          3193      0
GQ377611.1  Hepatitis B virus isolate J179, complete genome              3192      0
KP017272.1  Hepatitis B virus isolate TW-02, complete genome             3192      0
GQ377522.1  Hepatitis B virus isolate J20, complete genome               3188      0
FJ562232.1  Hepatitis B virus isolate I45, complete genome               3188      0
KJ790199.1  Hepatitis B virus isolate N6, complete genome                3188      0
KJ410512.1  Hepatitis B virus isolate Occult_HK8, complete genome        3188      0
KR013782.1  Hepatitis B virus strain 419.3, complete genome              3188      0
GQ377572.1  Hepatitis B virus isolate J113, complete genome              3188      0
KR013924.1  Hepatitis B virus strain 419.18, complete genome             3188      0
AY167095.1  Hepatitis B virus isolate IIc, complete genome               3188      0
JX026880.1  Hepatitis B virus isolate WY-NJ-23, complete genome          3188      0
LC170476.1  HBV genotype C DNA, complete genome, strain: C-Cpt_OY        3188      0
KC774331.1  Hepatitis B virus isolate cxa2077, complete genome           3188      0
GQ924633.1  Hepatitis B virus isolate M56, complete genome               3188      0
KX276835.1  Hepatitis B virus strain CH126, complete genome              3184      0
KM229703.1  Hepatitis B virus isolate 3115, complete genome              3182      0
FJ562282.1  Hepatitis B virus isolate I144, complete genome              3182      0
GQ377528.1  Hepatitis B virus isolate J29, complete genome               3182      0
FJ386635.1  Hepatitis B virus isolate 2399, complete genome              3182      0
KC774243.1  Hepatitis B virus isolate cww1007, complete genome           3182      0
FJ386685.1  Hepatitis B virus isolate S1568, complete genome             3181      0
FJ899766.1  Hepatitis B virus isolate C25-2, complete genome             3181      0
FJ386588.1  Hepatitis B virus isolate 1828, complete genome              3179      0
GQ205441.1  Hepatitis B virus isolate Cc, complete genome                3177      0
FJ386603.1  Hepatitis B virus isolate 1949, complete genome              3177      0
FJ562284.1  Hepatitis B virus isolate I146, complete genome              3177      0
GQ377603.1  Hepatitis B virus isolate J166, complete genome              3175      0
KJ173295.1  Hepatitis B virus isolate FH001C(e44), complete genome       3175      0
KR013966.1  Hepatitis B virus strain 544.7a, complete genome             3175      0
KJ598636.1  Hepatitis B virus isolate SHB1C4, complete genome            3175      0
KJ598647.1  Hepatitis B virus isolate SHB2S3, complete genome            3175      0
KR013918.1  Hepatitis B virus strain 362.33, complete genome             3175      0
HM011502.1  Hepatitis B virus strain HB572, complete genome              3173      0
GQ377518.1  Hepatitis B virus isolate J14, complete genome               3173      0
GQ475314.1  Hepatitis B virus isolate KOR10CHB, complete genome          3173      0
AB042284.1  Hepatitis B virus DNA, complete genome, isolate:NSS-3        3171      0
HM750133.1  Hepatitis B virus isolate GSD-54, complete genome            3171      0
GQ377517.1  Hepatitis B virus isolate J12, complete genome               3171      0
EU939606.1  Hepatitis B virus isolate C206, complete genome              3171      0
GQ377514.1  Hepatitis B virus isolate J8, complete genome                3171      0
FJ386652.1  Hepatitis B virus isolate 2518, complete genome              3171      0
KJ173296.1  Hepatitis B virus isolate FH001M(e45), complete genome       3171      0
KJ598639.1  Hepatitis B virus isolate SHB1C9, complete genome            3169      0
KR013921.1  Hepatitis B virus strain 362.4, complete genome              3169      0
KJ598649.1  Hepatitis B virus isolate SHB2SA8, complete genome           3169      0
KJ598651.1  Hepatitis B virus isolate SHB2SB4, complete genome           3169      0
KJ598661.1  Hepatitis B virus isolate SHB2S4, complete genome            3169      0
KR013967.1  Hepatitis B virus strain 544.9a, complete genome             3169      0
AY220701.1  Hepatitis B virus strain WJQ310, complete genome             3169      0
KJ598635.1  Hepatitis B virus isolate SHB1C2, complete genome            3169      0
EU939616.1  Hepatitis B virus isolate C228, complete genome              3168      0
HM011465.1  Hepatitis B virus strain HB056, complete genome              3168      0
KJ410510.1  Hepatitis B virus isolate Occult_HK323, complete genome      3168      0
EU939615.1  Hepatitis B virus isolate C226, complete genome              3168      0
EU916222.1  Hepatitis B virus isolate S5.4, complete genome              3166      0
KC774340.1  Hepatitis B virus isolate cxn1034, complete genome           3166      0
KC774266.1  Hepatitis B virus isolate cww1075, complete genome           3166      0
FJ386630.1  Hepatitis B virus isolate 2336, complete genome              3166      0
KJ173442.1  Hepatitis B virus isolate N17-C(199B), complete genome       3166      0
JQ040166.1  Hepatitis B virus isolate G223, complete genome              3166      0
KC774349.1  Hepatitis B virus isolate cxn1095, complete genome           3166      0
EU939541.1  Hepatitis B virus isolate C25, complete genome               3166      0
GQ377617.1  Hepatitis B virus isolate J193, complete genome              3166      0
DQ993692.1  Hepatitis B virus isolate 4007-0810-Nature2.1-unSero,...     3166      0
JX429909.1  Hepatitis B virus isolate WY-HZ-59, complete genome          3166      0
AB198081.1  Hepatitis B virus DNA, complete genome, note: HBeAg n...     3166      0
KJ173441.1  Hepatitis B virus isolate N17-M(199A), complete genome       3166      0
KP027477.1  Hepatitis B virus isolate I-3, complete genome               3166      0
EU939566.1  Hepatitis B virus isolate C88, complete genome               3166      0
KJ598646.1  Hepatitis B virus isolate SHB2S1, complete genome            3164      0
KR013964.1  Hepatitis B virus strain 544.4a, complete genome             3164      0
KJ598658.1  Hepatitis B virus isolate SHB2A8, complete genome            3164      0
FJ386671.1  Hepatitis B virus isolate S586, complete genome              3162      0
KM359477.1  Hepatitis B virus isolate V15, complete genome               3162      0
FJ562330.1  Hepatitis B virus isolate I231, complete genome              3162      0
GQ377600.1  Hepatitis B virus isolate J161, complete genome              3162      0
FJ562318.1  Hepatitis B virus isolate I211, complete genome              3160      0
KJ173327.1  Hepatitis B virus isolate P005_C(017), complete genome       3160      0
FJ562225.1  Hepatitis B virus isolate I19, complete genome               3160      0
KC774190.1  Hepatitis B virus isolate clz1031, complete genome           3160      0
KC774250.1  Hepatitis B virus isolate cww1029, complete genome           3160      0
FJ562218.1  Hepatitis B virus isolate I1, complete genome                3160      0
KY470930.1  Hepatitis B virus isolate CFQ-14, complete genome            3160      0
AB195936.1  Hepatitis B virus DNA, complete genome, strain: Ehi-M...     3160      0
EU939569.1  Hepatitis B virus isolate C102, complete genome              3160      0
KC774255.1  Hepatitis B virus isolate cww1050, complete genome           3160      0
FJ386627.1  Hepatitis B virus isolate 2242, complete genome              3160      0
EU939654.1  Hepatitis B virus isolate D115, complete genome              3160      0
KY470933.1  Hepatitis B virus isolate CFQ-22, complete genome            3160      0
DQ993691.1  Hepatitis B virus isolate 4007-0803-Nature2.2-unSero,...     3160      0
FJ386576.1  Hepatitis B virus isolate 1746, complete genome              3160      0
KJ803765.1  Hepatitis B virus isolate MY5205, complete genome            3160      0
KY470926.1  Hepatitis B virus isolate CFQ-117, complete genome           3160      0
KJ173439.1  Hepatitis B virus isolate N12-M(6600A), complete genome      3160      0
KJ598652.1  Hepatitis B virus isolate SHB25, complete genome             3158      0
EU717212.1  Hepatitis B virus isolate D26K-7, complete genome            3158      0
KJ598656.1  Hepatitis B virus isolate SHB214, complete genome            3158      0
KR014075.1  Hepatitis B virus strain 1463.42, complete genome            3157      0
JQ040165.1  Hepatitis B virus isolate G222, complete genome              3157      0
DQ377159.1  Hepatitis B virus isolate WJT15, complete genome             3157      0
EU916226.1  Hepatitis B virus isolate S7.1, complete genome              3155      0
KJ173287.1  Hepatitis B virus isolate CX028C(e244), complete genome      3155      0
FJ386587.1  Hepatitis B virus isolate 1812, complete genome              3155      0
HM750131.1  Hepatitis B virus isolate QHN-57, complete genome            3155      0
AB198084.1  Hepatitis B virus DNA, complete genome, note: HBeAg n...     3155      0
KJ173328.1  Hepatitis B virus isolate P005-M(327), complete genome       3155      0
KR013794.1  Hepatitis B virus strain 513.30a, complete genome            3155      0
KF485390.1  Hepatitis B virus isolate FF11, complete genome              3155      0
KY470934.1  Hepatitis B virus isolate CFQ-3, complete genome             3155      0
EU306714.1  Hepatitis B virus clone 602-77, complete genome              3155      0
EU916219.1  Hepatitis B virus isolate S5.1, complete genome              3155      0
KC774299.1  Hepatitis B virus isolate cxa1601, complete genome           3155      0
EU939549.1  Hepatitis B virus isolate C49, complete genome               3155      0
AP011098.1  Hepatitis B virus DNA, complete genome, strain: C0714...     3155      0
EU306719.1  Hepatitis B virus clone 602(son)-23, complete genome         3155      0
KC774181.1  Hepatitis B virus isolate clz1012, complete genome           3155      0
KJ598769.1  Hepatitis B virus isolate SHB85, complete genome             3155      0
FJ562244.1  Hepatitis B virus isolate I72, complete genome               3155      0
KC774251.1  Hepatitis B virus isolate cww1030, complete genome           3155      0
EU939577.1  Hepatitis B virus isolate C116, complete genome              3155      0
EU306720.1  Hepatitis B virus clone 602(son)-68, complete genome         3155      0
FJ562233.1  Hepatitis B virus isolate I48, complete genome               3155      0
EU939573.1  Hepatitis B virus isolate C106, complete genome              3155      0
KR013793.1  Hepatitis B virus strain 513.29a, complete genome            3155      0
KC774233.1  Hepatitis B virus isolate cur1035, complete genome           3155      0
FJ562274.1  Hepatitis B virus isolate I128, complete genome              3155      0
KJ598638.1  Hepatitis B virus isolate SHB1C6, complete genome            3153      0
KJ598659.1  Hepatitis B virus isolate SHB2S2, complete genome            3153      0
KR013960.1  Hepatitis B virus strain 544.10a, complete genome            3153      0
KP017270.1  Hepatitis B virus isolate SK-02, complete genome             3153      0
DQ089793.1  Hepatitis B virus isolate HK343, complete genome             3151      0
GQ377631.1  Hepatitis B virus isolate J239, complete genome              3151      0
KR013956.1  Hepatitis B virus strain 513.23a, complete genome            3149      0
JX026888.1  Hepatitis B virus isolate WY-NJ-3, complete genome           3149      0
AB367404.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...     3149      0
EU306718.1  Hepatitis B virus clone 602(son)-24, complete genome         3149      0
EU560439.1  Hepatitis B virus isolate 7-B74, complete genome             3149      0
FJ562314.1  Hepatitis B virus isolate I206, complete genome              3149      0
KR013796.1  Hepatitis B virus strain 513.8a, complete genome             3149      0
KJ173332.1  Hepatitis B virus isolate YY002M(e102), complete genome      3149      0
GQ475330.1  Hepatitis B virus isolate KOR26LC, complete genome           3149      0
GQ377594.1  Hepatitis B virus isolate J152, complete genome              3149      0
EU570072.1  Hepatitis B virus isolate 1-B74, complete genome             3149      0
KY470925.1  Hepatitis B virus isolate CFQ-116, complete genome           3149      0
AB367417.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...     3149      0
FJ386686.1  Hepatitis B virus isolate S1572, complete genome             3149      0
KC774208.1  Hepatitis B virus isolate clz2086, complete genome           3149      0
KC774305.1  Hepatitis B virus isolate cxa1672, complete genome           3149      0
EU939538.1  Hepatitis B virus isolate C9, complete genome                3149      0
KR013795.1  Hepatitis B virus strain 513.7, complete genome              3149      0
DQ377162.1  Hepatitis B virus isolate WJT20, complete genome             3149      0
HM750138.1  Hepatitis B virus isolate Tibet-100, complete genome         3149      0
KJ598768.1  Hepatitis B virus isolate SHB84, complete genome             3149      0
KJ173391.1  Hepatitis B virus isolate Vac01-M(m601), complete genome     3149      0
HM750137.1  Hepatitis B virus isolate QHN-6, complete genome             3149      0
KY470881.1  Hepatitis B virus isolate 23-3, complete genome              3149      0
EU939595.1  Hepatitis B virus isolate C147, complete genome              3149      0
EU939613.1  Hepatitis B virus isolate C214, complete genome              3149      0
FJ032359.1  Hepatitis B virus isolate S1634-1 from China, complet...     3149      0
KJ598644.1  Hepatitis B virus isolate SHB114, complete genome            3147      0
GQ377556.1  Hepatitis B virus isolate J87, complete genome               3147      0
AY206382.1  Hepatitis B virus strain FMU011 complete genome              3147      0
AY596108.1  Hepatitis B virus isolate Ib-2, complete genome              3147      0
KR013963.1  Hepatitis B virus strain 544.4, complete genome              3147      0
HM750134.1  Hepatitis B virus isolate QHX-5, complete genome             3147      0
KC774309.1  Hepatitis B virus isolate cxa2020, complete genome           3147      0
JQ040151.1  Hepatitis B virus isolate G79, complete genome               3147      0
KR013916.1  Hepatitis B virus strain 362.2, complete genome              3147      0
GQ377552.1  Hepatitis B virus isolate J83, complete genome               3145      0
JQ027323.1  Hepatitis B virus strain HB534, complete genome              3145      0
EU939540.1  Hepatitis B virus isolate C24, complete genome               3145      0
JQ040127.1  Hepatitis B virus isolate 50, complete genome                3144      0
DQ377161.1  Hepatitis B virus isolate WJT14, complete genome             3144      0
DQ377163.1  Hepatitis B virus isolate WJT32, complete genome             3144      0
KJ173331.1  Hepatitis B virus isolate YY002C(e101), complete genome      3144      0
KJ173446.1  Hepatitis B virus isolate N208C(e416), complete genome       3144      0
GU357845.1  Hepatitis B virus isolate Y1021, complete genome             3144      0
KC774355.1  Hepatitis B virus isolate cyc1070, complete genome           3144      0
EU306725.1  Hepatitis B virus clone 6022-17, complete genome             3144      0
JX560520.1  Hepatitis B virus isolate CHH139, complete genome            3144      0
KY470884.1  Hepatitis B virus isolate 23-7, complete genome              3144      0
KC774209.1  Hepatitis B virus isolate clz2087, complete genome           3144      0
KJ173437.1  Hepatitis B virus isolate N08-M(6615A), complete genome      3144      0
KC774195.1  Hepatitis B virus isolate clz1046, complete genome           3144      0
FJ386679.1  Hepatitis B virus isolate S1217, complete genome             3144      0
EU562217.1  Hepatitis B virus isolate 16, complete genome                3144      0
AB195955.1  Hepatitis B virus DNA, complete genome, strain: Ehi-I...     3144      0
GQ377605.1  Hepatitis B virus isolate J169, complete genome              3144      0
KT284759.1  Hepatitis B virus isolate 313, complete genome               3144      0
KT284755.1  Hepatitis B virus isolate 19168, complete genome             3144      0
KR013849.1  Hepatitis B virus strain 1263.9, complete genome             3144      0
EU306721.1  Hepatitis B virus clone 602(son)-1, complete genome          3144      0
AB198079.1  Hepatitis B virus DNA, complete genome, note: HBeAg p...     3144      0
AY206393.1  Hepatitis B virus strain FMU022 complete genome              3144      0
EU306717.1  Hepatitis B virus clone 602(son)-22, complete genome         3144      0
EU306728.1  Hepatitis B virus clone 6022-43, complete genome             3144      0
JX429907.1  Hepatitis B virus isolate WY-HZ-50, complete genome          3144      0
GQ377553.1  Hepatitis B virus isolate J84, complete genome               3144      0
KC774206.1  Hepatitis B virus isolate clz2079, complete genome           3144      0
KY470877.1  Hepatitis B virus isolate 23-19, complete genome             3144      0
FJ562275.1  Hepatitis B virus isolate I129, complete genome              3144      0
AB426467.1  Hepatitis B virus DNA, complete genome, clone: HBVFH0204     3144      0
FJ562327.1  Hepatitis B virus isolate I228, complete genome              3144      0
EU306722.1  Hepatitis B virus clone 6022-28-, complete genome            3144      0
KJ173393.1  Hepatitis B virus isolate Vac04-M(m611), complete genome     3144      0
EU881995.1  Hepatitis B virus isolate patient17, complete genome         3144      0
GQ377576.1  Hepatitis B virus isolate J117, complete genome              3144      0
KJ173394.1  Hepatitis B virus isolate Vac04-C(m612), complete genome     3144      0
KR013958.1  Hepatitis B virus strain 513.27a, complete genome            3144      0
GQ475312.1  Hepatitis B virus isolate KOR8CHB, complete genome           3144      0
LC155815.1  HBV genotype C DNA, complete genome, isolate: C1_mo          3144      0
KY470876.1  Hepatitis B virus isolate 23-15, complete genome             3144      0
KY470878.1  Hepatitis B virus isolate 23-2, complete genome              3144      0
JX560519.1  Hepatitis B virus isolate CHH76, complete genome             3144      0
EU939599.1  Hepatitis B virus isolate C172, complete genome              3144      0
X04615.1    Hepatitis B virus genome, subtype ayr                        3144      0
GQ377535.1  Hepatitis B virus isolate J45, complete genome               3144      0
GQ377527.1  Hepatitis B virus isolate J28, complete genome               3144      0
JQ040141.1  Hepatitis B virus isolate 260, complete genome               3142      0
KY470928.1  Hepatitis B virus isolate CFQ-120, complete genome           3142      0
FJ562332.1  Hepatitis B virus isolate I42, complete genome               3142      0
KJ173317.1  Hepatitis B virus isolate NH25C(e38), complete genome        3142      0
EU939653.1  Hepatitis B virus isolate D109, complete genome              3142      0
GQ377575.1  Hepatitis B virus isolate J116, complete genome              3142      0
FJ386639.1  Hepatitis B virus isolate 1929, complete genome              3140      0
HM011500.1  Hepatitis B virus strain HB448, complete genome              3140      0
LC155814.1  HBV genotype C DNA, complete genome, isolate: C1_ch          3140      0
AY167096.1  Hepatitis B virus isolate IIIa, complete genome              3140      0
FJ787457.1  Hepatitis B virus isolate S1248-4, complete genome           3138      0
FJ386665.1  Hepatitis B virus isolate S359, complete genome              3138      0
KR013788.1  Hepatitis B virus strain 494.16, complete genome             3138      0
EU939588.1  Hepatitis B virus isolate C173, complete genome              3138      0
FJ899789.1  Hepatitis B virus isolate C226-3, complete genome            3138      0
KJ173283.1  Hepatitis B virus isolate CX022C(e230), complete genome      3138      0
KC774339.1  Hepatitis B virus isolate cxn1029, complete genome           3138      0
FJ386577.1  Hepatitis B virus isolate 1747, complete genome              3138      0
EU306723.1  Hepatitis B virus clone 6022-19, complete genome             3138      0
KR013807.1  Hepatitis B virus strain 574.6, complete genome              3138      0
EU939649.1  Hepatitis B virus isolate D98, complete genome               3138      0
KC774310.1  Hepatitis B virus isolate cxa2022, complete genome           3138      0
DQ377160.1  Hepatitis B virus isolate WJT16, complete genome             3138      0
FJ562285.1  Hepatitis B virus isolate I147, complete genome              3138      0
FJ562290.1  Hepatitis B virus isolate I162, complete genome              3138      0
KC774240.1  Hepatitis B virus isolate cur1066, complete genome           3138      0
KC774276.1  Hepatitis B virus isolate cww1128, complete genome           3138      0
GQ377554.1  Hepatitis B virus isolate J85, complete genome               3138      0
KC774353.1  Hepatitis B virus isolate cyc1043, complete genome           3138      0
EU939647.1  Hepatitis B virus isolate D90, complete genome               3138      0
KX276838.1  Hepatitis B virus strain CH015, complete genome              3138      0
KC774247.1  Hepatitis B virus isolate cww1021, complete genome           3138      0
EU919163.1  Hepatitis B virus isolate patient24 clone 1, complete...     3138      0
EU916225.1  Hepatitis B virus isolate S6.3, complete genome              3138      0
EU881996.1  Hepatitis B virus isolate patient17, complete genome         3138      0
EU306726.1  Hepatitis B virus clone 6022-12-, complete genome            3138      0
EU439007.1  Hepatitis B virus clone 602(S)-39 from China, complet...     3138      0
FJ562295.1  Hepatitis B virus isolate I169, complete genome              3138      0
GQ377551.1  Hepatitis B virus isolate J82, complete genome               3138      0
FJ386637.1  Hepatitis B virus isolate 2151, complete genome              3138      0
GQ377545.1  Hepatitis B virus isolate J76, complete genome               3138      0
FJ386574.1  Hepatitis B virus isolate 1743, complete genome              3138      0
GQ475311.1  Hepatitis B virus isolate KOR7CHB, complete genome           3138      0
KC774222.1  Hepatitis B virus isolate clz2166, complete genome           3138      0
KR013792.1  Hepatitis B virus strain 513.16a, complete genome            3138      0
EU560438.1  Hepatitis B virus isolate 2-B74, complete genome             3138      0
FJ386672.1  Hepatitis B virus isolate S606, complete genome              3138      0
GQ377637.1  Hepatitis B virus isolate J249, complete genome              3138      0
FJ562243.1  Hepatitis B virus isolate I71, complete genome               3138      0
GQ475342.1  Hepatitis B virus isolate KOR38HCC, complete genome          3138      0
KC774249.1  Hepatitis B virus isolate cww1027, complete genome           3138      0
FJ386596.1  Hepatitis B virus isolate 1887, complete genome              3138      0
AB198078.1  Hepatitis B virus DNA, complete genome, note: HBeAg p...     3138      0
EU871982.1  Hepatitis B virus isolate 318-96-2, complete genome          3138      0
EU939652.1  Hepatitis B virus isolate D107, complete genome              3138      0
JN315779.1  Hepatitis B virus genotype C2, complete genome               3138      0
EU916224.1  Hepatitis B virus isolate S6.2, complete genome              3138      0
AB300360.1  Hepatitis B virus DNA, complete genome, isolate: pati...     3138      0
GQ377574.1  Hepatitis B virus isolate J115, complete genome              3138      0
FJ386575.1  Hepatitis B virus isolate 1745, complete genome              3138      0
DQ478900.1  Hepatitis B virus isolate CHN-H172, complete genome          3138      0
KC774245.1  Hepatitis B virus isolate cww1013, complete genome           3138      0
AF458664.1  Hepatitis B virus isolate C84, complete genome               3136      0
KJ410520.1  Hepatitis B virus isolate Occult_HK4869, complete genome     3136      0
FJ386605.1  Hepatitis B virus isolate 1965, complete genome              3136      0
FJ787473.1  Hepatitis B virus isolate S1732-2, complete genome           3136      0
KJ598641.1  Hepatitis B virus isolate SHB113, complete genome            3136      0
KJ598660.1  Hepatitis B virus isolate SHB213, complete genome            3136      0
JQ040152.1  Hepatitis B virus isolate G172, complete genome              3136      0
AY206389.1  Hepatitis B virus strain FMU018 complete genome              3136      0
GQ475309.1  Hepatitis B virus isolate KOR5CHB, complete genome           3136      0
JQ040130.1  Hepatitis B virus isolate 95, complete genome                3136      0
KR014097.1  Hepatitis B virus strain #1958.21, complete genome           3134      0
FJ562308.1  Hepatitis B virus isolate I199, complete genome              3134      0
FJ562268.1  Hepatitis B virus isolate I121, complete genome              3134      0
FJ386663.1  Hepatitis B virus isolate S307, complete genome              3134      0
FJ386687.1  Hepatitis B virus isolate S1600, complete genome             3134      0
FJ386609.1  Hepatitis B virus isolate 1999, complete genome              3133      0
AB642099.1  Hepatitis B virus DNA, complete genome, isolate: BFJT...     3133      0
